Druh,Popis_druhu,Ctverec,Lokalita,Lokalita_short,Text,Datum,Pocet,Substrat,Lat,Lon,Zpusob,Autor,Poznamka
Melinopterus sphacelatus,"Panzer, 1798",5760,Hradec Králové,Hradec Králové,"Hradec Králové (5760-61-5860-61), bez data (Tesař 1957: 247); 18.3.1993, 1 ex., J. Krátký leg., J. Plecháč coll. (Týr 1997: 243); dtto, 14 ex., J. Větrovec coll. Poznámka. J. Krátký sbíral jen ve čtvercích 5860-61 (J. Krátký pers. com.)",1993-03-18,1 ex.,NA,NA,NA,NA,D. Král,NA
Melinopterus sphacelatus,"Panzer, 1798",5861,"Hradec Králové, Na Plachtě, ",Hradec Králové,"Hradec Králové, Na Plachtě, 23.4.1966, 2 ex., sběratel neuveden, RMHK coll., D. Král rev. (Mikát et al.",1966-04-23,2 ex.,NA,NA,NA,NA,M. Mikát,NA
Melinopterus sphacelatus,"Panzer, 1798",1997,,NA,"112); 4.5.1967, 1 ex., sběratet neuveden, RMHK coll., D. Král rev. (Mikát et al. 1997: 112); 2.5.1969, 2 ex., sběratel neuveden, RMHK coll., D. Král rev. (Mikát et al. 1997: 112); 12.4.1989, 1 ex., písčina, vřesoviště, M. Mikát leg. et coll. (Mikát et al. 1997: 112); 24.4.1989, 1 ex., J. Mertlik leg. et coll., D. Král det. 1989 (Mikát et al. 1997: 112); 25.4.1992, 1 ex., M. Mikát leg., RMHK coll., D. Král det. (Mikát et al. 1997: 112); 1.3.1995, 4 ex., T. Kopecký leg. et coll., V. Týr det.; 27.-29.4.2000, 30 ex., J. Pelikán leg., J. Plecháč coll., V. Týr det.; 27.4.2000, 7 ex., J. Pavlíček leg., J. Plecháč et V. Týr coll. (Juřena et al. 2008: 65); dtto, 29.IV.2000, 20 ex.; 22.X.2000, 1 ex., J. Pelikán leg., J. Plecháč coll., V. Týr det.; 11.3.2001, 4 ex., J. Pelikán leg. et coll., P. Kylies det.; 3.4.2001, 256 ex., J. Plecháč leg. (5 ex. in coll. V. Týr) (Juřena et al. 2008: 65); 12.4.2001, 4 ex., F. Pavel leg. et coll., V. Týr det. (Juřena et al. 2008: 65); 3.4.2005, 4 ex., M. Průša leg. et coll., V. Týr det. (Juřena et al.",1967-05-04,1 ex.,NA,NA,NA,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",2008,,NA,"65); 8.4.2006, 30 ex., M. Brabec leg. (Juřena et al. 2008): 65); dtto, 22.4.2006, 5 ex.; 22.4.2006, desítky ex., Equus, V. Hron leg. det. et coll.; 20.10.2006, 4 ex., M. Brabec leg. (Juřena et al. 2008); 30.3.2009, 6 ex., J. Pelikán leg. et coll., V. Týr det.; 30.3.-9.4.2009, více ex., J. Plecháč leg. et coll., V. Týr det.; 31.3.2009, 2 ex., F. Pavel leg. et coll., V. Týr det.; 3.11.2015, 1 ex., V. Hron leg. det. et coll.; (50.1910350N, 15.8651375E), 4.11.2018, 1 ♂, J. Mertlik leg et coll.; 17.3.2019, 1 ex., Equus, M. Mikát leg., RMHK coll., J. Mertlik det.; pastvina (50.1869703N, 15.8594828E), 2.4.2019, 3 ex., Equus, J. Mertlik leg. et coll.; centrální vřesoviště, 2.4.2019, 7 ex., Equus, V. Hron leg., det. et coll., J. Mertlik rev.; dtto, 24.4.2019, 2 ex.; 25.4.2019, 1 ex., Equus, M. Mikát leg., RMHK coll., J. Mertlik det.; dtto, 1 ex., V. Hron leg., det. et coll.; dtto, 11.10.2019, 27 ex.",2006-04-08,30 ex.,Equus,50.191035,15.8651375,leg. et coll.,J. Mertlik,pastvina (50.1869703N
Melinopterus sphacelatus,"Panzer, 1798",5861,"Hradec Králové, Nový Hradec Králové, ",Hradec Králové,"Hradec Králové, Nový Hradec Králové, 20.4.1953, 1 ex., L. Krejčiřík leg., RMHK coll., J. Mertlik rev.; 8.4.2006, 30 ex., M. Brabec leg. et coll., V. Týr det. (Juřena et al. 2008: 65); dtto, 22.4.2006, 5 ex., M. Brabec leg. et coll., V. Týr det.; dtto, 20.10.2006, 4 ex.; 25.4.2010, více ex., M. Brabec leg., det. et coll.",1953-04-20,1 ex.,NA,NA,NA,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5861,"Vysoká nad Labem, lesní cesta",Vysoká nad Labem,"Vysoká nad Labem, lesní cesta (50.1555392N, 15.8459250E), 16.11.2019, 2 ex., Equus, J. Mertlik leg. et coll.",2019-11-16,2 ex.,Equus,50.1555392,15.845925,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5861,"Borek, pastvina",Borek,"Borek, pastvina (50.1354922N, 15.8522281E), 17.2.2019, 1 ex., Bos, J. Mertlik leg. et coll.; dtto, (50.1356583N, 15.8539500E), 21.4.2019, 2 ex.",2019-02-17,1 ex.,NA,50.1354922,15.8522281,leg. et coll.,J. Mertlik,pastvina (50.1354922N
Melinopterus sphacelatus,"Panzer, 1798",5861,"Býšť, pastvina",Býšť,"Býšť, pastvina (50.1406256N, 15.9072019E), 12.10.2019, 1 ex., Equus, J. Mertlik leg. et coll.",2019-10-12,1 ex.,Equus,50.1406256,15.9072019,leg. et coll.,J. Mertlik,pastvina (50.1406256N
Melinopterus sphacelatus,"Panzer, 1798",5861,"Býšť, Bělečko, pastvina",Býšť,"Býšť, Bělečko, pastvina (50.1537356N, 15.9649172E), 24.10.2019, 10 ex., Equus, J. Mertlik leg. et coll.",2019-10-24,10 ex.,Equus,50.1537356,15.9649172,leg. et coll.,J. Mertlik,pastvina (50.1537356N
Melinopterus sphacelatus,"Panzer, 1798",5861,"Býšť, Bělečko, cesta pod pastvinami",Býšť,"Býšť, Bělečko, cesta pod pastvinami (50.1553097N, 15.9621811E), 21.4.2019, 9 ex., Equus, J. Mertlik leg. et coll.",2019-04-21,9 ex.,Equus,50.1553097,15.9621811,leg. et coll.,J. Mertlik,pastvinami (50.1553097N
Melinopterus sphacelatus,"Panzer, 1798",5861,"Býšť, Bělečko, lesní stezka",Býšť,"Býšť, Bělečko, lesní stezka (50.1545031N, 15.9685442E), 12.10.2019, 6 ex., Equus, J. Mertlik leg. et coll.",2019-10-12,6 ex.,Equus,50.1545031,15.9685442,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5861,"Býšť, Bělečko, obora Požáry, ",Býšť,"Býšť, Bělečko, obora Požáry, 11.10.2019, 27 ex., Cervus, Dama, V. Hron leg., det. et coll., J. Mertlik rev. 94                   Faunistika druhů čeledí Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech",2019-10-11,27 ex.,Cervus,NA,NA,"leg., det. et coll.",J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5861,"Běleč nad Orlicí, městské lesy, lesní cesta",Běleč nad Orlicí,"Běleč nad Orlicí, městské lesy, lesní cesta (50.1837381N, 15.9318783E), 28.2.2019, 2 ex., Equus, J. Mertlik leg. et coll.",2019-02-28,2 ex.,Equus,50.1837381,15.9318783,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5861,"Třebechovice pod Orebem, Nepasice, pastvina u Orlice",Třebechovice pod Orebem,"Třebechovice pod Orebem, Nepasice, pastvina u Orlice (50.1990336N, 15.9647564E), 21.9.2019, 1 ♀, Bos, J. Mertlik leg. et coll.",2019-09-21,1 ♀,NA,50.1990336,15.9647564,leg. et coll.,J. Mertlik,pastvina u Orlice (50.1990336N
Melinopterus sphacelatus,"Panzer, 1798",5862,"Nová Ves, pastvina U Myslivny",Nová Ves,"Nová Ves, pastvina U Myslivny (Lipava)(50.1391983N, 16.0449394E), 28.2.2019, 4 ex., Bos, J. Mertlik leg. et coll.; dtto, (50.1397033N, 16.0440422E), 24.10.2019, 2 ex.",2019-02-28,4 ex.,NA,50.1391983,16.0449394,leg. et coll.,J. Mertlik,pastvina U Myslivny (Lipava)(50.1391983N
Melinopterus sphacelatus,"Panzer, 1798",5862,"Týniště nad Orlicí, Petrovičky, Dvůr, Lesní statek Bědovice",Týniště nad Orlicí,"Týniště nad Orlicí, Petrovičky, Dvůr, Lesní statek Bědovice (50.1934828N, 16.0270497E), 20.10.2018, 1 ex., J. Mertlik leg. et coll.",2018-10-20,1 ex.,NA,50.1934828,16.0270497,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5862,"Týniště nad Orlicí, Rašovice",Týniště nad Orlicí,"Týniště nad Orlicí, Rašovice (50.1511975N, 16.1265981E), 5.10.2018, 1 ex., J. Mertlik leg. et coll.",2018-10-05,1 ex.,NA,50.1511975,16.1265981,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5862,"Lípa nad Orlicí, pastvina",Lípa nad Orlicí,"Lípa nad Orlicí, pastvina (50.1362928N, 16.0878225E), 1.4.2019, 6 ex., Equus, J. Mertlik leg. et coll.",2019-04-01,6 ex.,Equus,50.1362928,16.0878225,leg. et coll.,J. Mertlik,pastvina (50.1362928N
Melinopterus sphacelatus,"Panzer, 1798",5862,"Zdelov, pastvina",Zdelov,"Zdelov, pastvina (50.1045372N, 16.1388033E), 1.4.2019, 7 ex., Bos, J. Mertlik leg. et coll.",2019-04-01,7 ex.,NA,50.1045372,16.1388033,leg. et coll.,J. Mertlik,pastvina (50.1045372N
Melinopterus sphacelatus,"Panzer, 1798",5865,"Kunvald, Končiny, pastvina",Kunvald,"Kunvald, Končiny, pastvina (50.1262417N, 16.5310617E), 25.4.2019, 6 ex., Bos, J. Mertlik leg. et coll.",2019-04-25,6 ex.,NA,50.1262417,16.5310617,leg. et coll.,J. Mertlik,pastvina (50.1262417N
Melinopterus sphacelatus,"Panzer, 1798",5958,"Kladruby nad Labem, ",Kladruby nad Labem,"Kladruby nad Labem, 26.3.2005, 5 ex., Equus, J. Matějíček leg. (Juřena et al. 2008: 65); 20.10.2017, 1 ex., M. Brabec leg., det. et coll.; lesní cesty (50.0628617N, 15.4761972E), 2.11.2018, 2 ♂♂, 3 ♀♀, Equus, J. Mertlik leg. et coll.",2005-03-26,5 ex.,Equus,50.0628617,15.4761972,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5958,"Kladruby nad Labem, V Mošnici, ",Kladruby nad Labem,"Kladruby nad Labem, V Mošnici, 4.4.2019, 1 ex., B. Mocek leg., RMHK coll., J. Mertlik det.",2019-04-04,1 ex.,NA,NA,NA,NA,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5959,"Přelouč, Lohenice, Na Štětkách, lesní stezka",Přelouč,"Přelouč, Lohenice, Na Štětkách, lesní stezka (50. 0495817N, 15.6093519E), 7.11.2019, 2 ex., Equus, J. Mertlik leg. et coll.",2019-11-07,2 ex.,Equus,NA,15.6093519,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5960,"Hrobice, u rybníka Baroch",Hrobice,"Hrobice, u rybníka Baroch (50.0974958N, 15.7851408E), 16.2.2019, 1 ♀, na okraji lesa, Equus, J. Mertlik leg. et coll.",2019-02-16,1 ♀,Equus,50.0974958,15.7851408,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5960,"Staré Hradiště, Hradiště na Písku, Kunětický les, lesní stezky",Staré Hradiště,"Staré Hradiště, Hradiště na Písku, Kunětický les, lesní stezky (50.0821253N, 15.7982600E), 13.3.2019, 1 ex., Equus, J. Mertlik leg. et coll.",2019-03-13,1 ex.,Equus,50.0821253,15.79826,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5960,"Ráby, Kunětická hora, pastvina",Ráby,"Ráby, Kunětická hora, pastvina (50.0829686N, 15.8132669E), 26.2.2019, 3 ex., Equus, J. Mertlik leg. et coll.",2019-02-26,3 ex.,Equus,50.0829686,15.8132669,leg. et coll.,J. Mertlik,pastvina (50.0829686N
Melinopterus sphacelatus,"Panzer, 1798",5960,"Spojil, farma Apolenka",Spojil,"Spojil, farma Apolenka (50.0488869N, 15.8256158E), 23.3.2019, 2 ex., Equus, J. Mertlik leg. et coll.",2019-03-23,2 ex.,Equus,50.0488869,15.8256158,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5962,"Borohrádek, Šachov, pastvina",Borohrádek,"Borohrádek, Šachov, pastvina (50.0994983N, 15.1130822E), 1.4.2019, 6 ex., Ovis, J. Mertlik leg. et coll.",2019-04-01,6 ex.,NA,50.0994983,15.1130822,leg. et coll.,J. Mertlik,pastvina (50.0994983N
Melinopterus sphacelatus,"Panzer, 1798",5965,"Letohrad, Kunčice/Verměřovice, pastvina u Orlice",Letohrad,"Letohrad, Kunčice/Verměřovice, pastvina u Orlice (50.0097150N, 16.5404997E), 31.5.2019, 1 ex., Ovis, J. Mertlik leg. et coll.",2019-05-31,1 ex.,NA,50.009715,16.5404997,leg. et coll.,J. Mertlik,pastvina u Orlice (50.0097150N
Melinopterus sphacelatus,"Panzer, 1798",6060,"Janovice, obora Janovice, ",Janovice,"Janovice, obora Janovice, 1.5.2014, 1 ex., M. Bogapov leg. et coll., D. Juřena det.",2014-05-01,1 ex.,NA,NA,NA,leg. et coll.,NA,NA
Melinopterus sphacelatus,"Panzer, 1798",6064,"Ústí nad Orlicí, ",Ústí nad Orlicí,"Ústí nad Orlicí, 25.4.1944, 1 ex., O. Marek leg., K. Poláček coll., V. Týr det. (Poláček 1977: 534)",1944-04-25,1 ex.,NA,NA,NA,NA,NA,NA
Melinopterus sphacelatus,"Panzer, 1798",6065,"Petrovice, Blahotinec, pastvina",Petrovice,"Petrovice, Blahotinec, pastvina (49.9949469N, 16.5567164E), 31.5.2019, 2 ex., Equus, J. Mertlik leg. et coll.",2019-05-31,2 ex.,Equus,49.9949469,16.5567164,leg. et coll.,J. Mertlik,pastvina (49.9949469N
Melinopterus sphacelatus,"Panzer, 1798",6159,Žlebské Chvalovice,Žlebské Chvalovice,"Žlebské Chvalovice (koně – 49.8894706N, 15.5668517E a ovce – 49.8904003N, 15.5673614E), 11.10.2018, 23 ex., J. Mertlik leg. et coll.",2018-10-11,23 ex.,NA,49.8894706,15.5668517,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",6161,"Žumberk, Částkov",Žumberk,"Žumberk, Částkov (49.8615042N, 15.8614000E a 49.8608436N, 15.8567864E), 6.10.2018, 12 ex., Equus, J. Mertlik leg. et coll.",2018-10-06,12 ex.,Equus,49.8615042,15.8614,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",6165,"Luková, pastvina",Luková,"Luková, pastvina (49.8601944N, 16.5765547E), 19.10.2019, 1 ex., Bos, J. Mertlik leg. et coll.",2019-10-19,1 ex.,NA,49.8601944,16.5765547,leg. et coll.,J. Mertlik,pastvina (49.8601944N
Melinopterus sphacelatus,"Panzer, 1798",6259,"Chotěboř, Svinná, bez data, ",Chotěboř,"Chotěboř, Svinná, bez data, 1 ex., sběratel neuveden, RMHK coll., J. Mertlik rev.",NA,1 ex.,NA,NA,NA,NA,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",6365,"Dlouhá Loučka, pastvina",Dlouhá Loučka,"Dlouhá Loučka, pastvina (49.6982272N, 16.6186606E), 15.10.2019, 1 ex., Bos, J. Mertlik leg. et coll. Nialus Mulsant et Rey, 1870 Nialus varians (Duftschmid, 1805)",2019-10-15,1 ex.,NA,49.6982272,16.6186606,leg. et coll.,J. Mertlik,pastvina (49.6982272N
Nialus varians,"Duftschmid, 1805",5964,"Žamberk, VII. ",Žamberk,"Žamberk, VII. 1949, 1 ex., O. Marek leg., K. Poláček coll. (Poláček 1977: 535), V. Týr det. Poznámka. Lokálně vyhynulý druh na území Čech. Poslední známý nález pochází z Rakovnicka z roku 1992 (Juřena et al.",NA,1 ex.,NA,NA,NA,NA,NA,NA
Nialus varians,"Duftschmid, 1805",2000,,NA,"248). Také z jižní Moravy je známo několik nálezů z konce minulého století (Juřena et al. 2008: 50). Nejbližší recentní nálezy jsou známé ze Slovenska. Elateridarium 14: 15-147, 2020                                                                                        95 Nimbus Mulsant et Rey, 1870 Nimbus contaminatus (Herbst, 1783)",NA,NA,NA,NA,NA,NA,NA,NA
Nimbus contaminatus,"Herbst, 1783",5661,"Jaroměř, Josefovské louky",Jaroměř,"Jaroměř, Josefovské louky (50.3439214N, 15.9372628E), 27.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-27,1 ex.,NA,50.3439214,15.9372628,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5661,Rychnovek,Rychnovek,"Rychnovek (50.3551489N, 15.9662467E), 27.9.2018, 4 ex., J. Mertlik leg. et coll.",2018-09-27,4 ex.,NA,50.3551489,15.9662467,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5759,Měník,Měník,"Měník (50.2136622N, 15.5161036E), 20.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-20,1 ex.,NA,50.2136622,15.5161036,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5760,"Všestary, Lípa, vrch Chlum, pastvina",Všestary,"Všestary, Lípa, vrch Chlum, pastvina (50.2789425N, 15.7335800E), 22.9.2019, 6 ex., Equus, J. Mertlik leg. et coll.",2019-09-22,6 ex.,Equus,50.2789425,15.73358,leg. et coll.,J. Mertlik,pastvina (50.2789425N
Nimbus contaminatus,"Herbst, 1783",5761,"Blešno, pastvina u Orlice",Blešno,"Blešno, pastvina u Orlice (50.2125597N, 15.9311017E), 21.10.2018, 9 ex., J. Mertlik leg. et coll.",2018-10-21,9 ex.,NA,50.2125597,15.9311017,leg. et coll.,J. Mertlik,pastvina u Orlice (50.2125597N
Nimbus contaminatus,"Herbst, 1783",5761,"Běleč nad Orlicí, pastvina pod statkem",Běleč nad Orlicí,"Běleč nad Orlicí, pastvina pod statkem (50.2015475N, 15.9490231E), 13.10.2019, 2 ex., Equus, J. Mertlik leg. et coll.",2019-10-13,2 ex.,Equus,50.2015475,15.9490231,leg. et coll.,J. Mertlik,pastvina pod statkem (50.2015475N
Nimbus contaminatus,"Herbst, 1783",5761,"Běleč nad Orlicí, pastvina u Orlice",Běleč nad Orlicí,"Běleč nad Orlicí, pastvina u Orlice (50.2019467N, 15.9546939E), 21.9.2018, 2 ex., J. Mertlik leg. et coll.; (50.2125597N, 15.9311017E), 21.10.2018, 12 ex., J. Mertlik leg. et coll.; dtto, 4.11.2018, 11 ex.",2018-09-21,2 ex.,NA,50.2019467,15.9546939,leg. et coll.,J. Mertlik,pastvina u Orlice (50.2019467N
Nimbus contaminatus,"Herbst, 1783",5761,"Třebechovice pod Orebem, Nepasice, pastvina u Orlice",Třebechovice pod Orebem,"Třebechovice pod Orebem, Nepasice, pastvina u Orlice (50.2000014N, 15.9639608E), 4.11.2018, 10 ex., J. Mertlik leg. et coll.",2018-11-04,10 ex.,NA,50.2000014,15.9639608,leg. et coll.,J. Mertlik,pastvina u Orlice (50.2000014N
Nimbus contaminatus,"Herbst, 1783",5762,"Opočno, Čánka",Opočno,"Opočno, Čánka (50.2568211N, 16.0919189E), 5.10.2018, 1 ex., J. Mertlik leg. et coll.",2018-10-05,1 ex.,NA,50.2568211,16.0919189,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5857,"Kněžičky [Choťovice], obora Kněžičky [Žehuňská obora]",Kněžičky [Choťovice],"Kněžičky [Choťovice], obora Kněžičky [Žehuňská obora] (5857-58), 19.10.2002, 2 ex., J. Plecháč leg. et coll., V. Týr det. (Juřena et al. 2008: 54); dtto, 30.9.2003, 1 ex.",2002-10-19,2 ex.,NA,NA,NA,leg. et coll.,NA,NA
Nimbus contaminatus,"Herbst, 1783",5858,"Kněžičky nr. Chlumec nad Cidlinou, ",Kněžičky nr. Chlumec nad Cidlinou,"Kněžičky nr. Chlumec nad Cidlinou, 10.11.2004, více ex., Equus, R. Sehnal leg. (Juřena et al. 2008: 54)",2004-11-10,NA,Equus,NA,NA,NA,NA,NA
Nimbus contaminatus,"Herbst, 1783",5858,"Chlumec nad Cidlinou, Pamětník, PP Pamětník, ",Chlumec nad Cidlinou,"Chlumec nad Cidlinou, Pamětník, PP Pamětník, 13.10.2018, 3 ex., M. Mikát leg. et det., RMHK coll.; 13.10.2018, 1 ex., Equus, M. Mikát leg., RMHK coll., J. Mertlik det.; 21.9.2019, 1 ex.",2018-10-13,3 ex.,Equus,NA,NA,NA,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5858,"Štít, rybník Flajšar, ",Štít,"Štít, rybník Flajšar, 28.10.2016, 1 ex., M. Bogapov leg., det. et coll.",2016-10-28,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Nimbus contaminatus,"Herbst, 1783",5858,"Nové Město, Ostrov",Nové Město,"Nové Město, Ostrov (50.1612967N, 15.4878117E), 20.9.2018, 3 ex., J. Mertlik leg. et coll.",2018-09-20,3 ex.,NA,50.1612967,15.4878117,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5859,"Roudnice, pastvina",Roudnice,"Roudnice, pastvina (50.1790444N, 15.6307956E a 50.1768492N, 15.6372972E), 26.9.2018, 30 ex., J. Mertlik leg. et coll.",2018-09-26,30 ex.,NA,50.1790444,15.6307956,leg. et coll.,J. Mertlik,pastvina (50.1790444N
Nimbus contaminatus,"Herbst, 1783",5859,"Dobřenice, zámecký park",Dobřenice,"Dobřenice, zámecký park (50.1526831N, 15.6410150E), 26.9.2018, 9 ex., J. Mertlik leg. et coll.",2018-09-26,9 ex.,NA,50.1526831,15.641015,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5860,"Hrobice, les u jízdárny",Hrobice,"Hrobice, les u jízdárny (50.1023422N, 15.7840961E a 50.1001678N, 15.7792681E), 16.10.2018, 19 ex., Equus, J. Mertlik leg. et coll.; dtto, (50.1010653N, 15.7815283E), 3.9.2019; (50.1011308N, 15.7814539E), 16.9.2019, 7 ex.; 18.10.2019, 10 ex., Equus, V. Hron leg., det. et coll.",2018-10-16,19 ex.,Equus,50.1023422,15.7840961,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5861,"Hradec Králové, Roudnička, lesní cesta u Datlíka, ",Hradec Králové,"Hradec Králové, Roudnička, lesní cesta u Datlíka, 26.9.2019, 2 ex., Equus, J. Mertlik leg., det. et coll.",2019-09-26,2 ex.,Equus,NA,NA,"leg., det. et coll.",J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5861,"Hradec Králové, Na Plachtě, ",Hradec Králové,"Hradec Králové, Na Plachtě, 22.9.2015, 10 ex., v trusu koní u jízdárny, V. Hron leg. det. et coll.; dtto, 3.11.2015, 8 ex.; dtto, 3.11.2016, 18 ex.; dtto, 17.10.2017, 2ex.; pastvina (50.1869150N, 15.8594594E), 22.9.2018, 13 ex., J. Mertlik leg. et coll.; dtto, jízdárna (50.1931350N, 15.8615622E), 7 ex.; 23.9.2018, 2 ex., J. Krátký leg, det. et coll.; Na Plachtě 2, pastvina ve východní části, 10.10.2018, 6 ex., Equus, M. Mikát leg. et det., M. Mikát et RMHK coll.; pastvina (50.1910350N, 15.8651375E), 4.11.2018, 8 ex., J. Mertlik leg. et coll.; jízdárna, 13.9.2019, 7 ex., Equus, V. Hron leg., det et coll.; dtto, 11.10.2019, 5 ex.",2015-09-22,10 ex.,Equus,50.186915,15.8594594,leg. et coll.,J. Mertlik,pastvina (50.1869150N
Nimbus contaminatus,"Herbst, 1783",5861,"Hradec Králové, Nový Hradec Králové, lesní cesta rybník Češík – rybník Kříž",Hradec Králové,"Hradec Králové, Nový Hradec Králové, lesní cesta rybník Češík – rybník Kříž (50.1848319N, 15.8678761E), 21.9.2019, 5 ex., Equus, J. Mertlik leg. et coll.",2019-09-21,5 ex.,Equus,50.1848319,15.8678761,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5861,"Vysoká nad Labem, lesní cesta",Vysoká nad Labem,"Vysoká nad Labem, lesní cesta (50.1571703N, 15.8388808E), 13.10.2019, 3 ex., Equus, J. Mertlik leg. et coll.",2019-10-13,3 ex.,Equus,50.1571703,15.8388808,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5861,Borek,Borek,"Borek (50.1356583N, 15.8539500E), 21.9.2018, 1 ex., J. Mertlik leg. et coll.; 24.10.2019, 1 ♂, 1 ♀, J. Mertlik leg. et det. (non coll.).",2018-09-21,1 ex.,NA,50.1356583,15.85395,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5861,"Býšť, pastvina",Býšť,"Býšť, pastvina (50.1406256N, 15.9072019E), 12.10.2019, 2 ex., Equus, J. Mertlik leg. et coll.",2019-10-12,2 ex.,Equus,50.1406256,15.9072019,leg. et coll.,J. Mertlik,pastvina (50.1406256N
Nimbus contaminatus,"Herbst, 1783",5861,"Býšť, Bělečko, pastvina",Býšť,"Býšť, Bělečko, pastvina (50.1536894N, 15.9645214E), 22.9.2018, 12 ex., Equus, J. Mertlik leg. et coll.; dtto, (50.1498839N, 15.9632192E), 6.9.2019, 1 ex.; dtto, (50.1537356N, 15.9649172E), 24.10.2019, 2 ex.",2018-09-22,12 ex.,Equus,50.1536894,15.9645214,leg. et coll.,J. Mertlik,pastvina (50.1536894N
Nimbus contaminatus,"Herbst, 1783",5861,"Třebechovice pod Orebem, pastviny u Orlice, ",Třebechovice pod Orebem,"Třebechovice pod Orebem, pastviny u Orlice, 22.9.2015, 13 ex., V. Hron leg., det. et coll.; dtto, 18.10.2019, 5 ex., Bos, Ovis.",2015-09-22,13 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Nimbus contaminatus,"Herbst, 1783",5862,"Týniště nad Orlicí, lesní statek Bědovice",Týniště nad Orlicí,"Týniště nad Orlicí, lesní statek Bědovice (50.1927681N, 16.0278633E), 21.9.2019, 2 ex., Dama, J. Mertlik leg. et coll.",2019-09-21,2 ex.,NA,50.1927681,16.0278633,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5862,"Týniště nad Orlicí, Petrovičky, Dvůr, Lesní statek Bědovice",Týniště nad Orlicí,"Týniště nad Orlicí, Petrovičky, Dvůr, Lesní statek Bědovice (50.1934828N, 16.0270497E), 20.10.2018, 29 ex., J. Mertlik leg. et coll.",2018-10-20,29 ex.,NA,50.1934828,16.0270497,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5862,"Týniště nad Orlicí, Rašovice",Týniště nad Orlicí,"Týniště nad Orlicí, Rašovice (50.1511975N, 16.1265981E), 5.10.2018, 5 ex., J. Mertlik leg. et coll. 96                    Faunistika druhů čeledí Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech",2018-10-05,5 ex.,NA,50.1511975,16.1265981,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5862,"Nová Ves, pastvina U Myslivny, pastvina",Nová Ves,"Nová Ves, pastvina U Myslivny, pastvina (50.1397033N, 16.0440422E), 24.10.2019, 2 ex., Bos, J. Mertlik leg. et coll.",2019-10-24,2 ex.,NA,50.1397033,16.0440422,leg. et coll.,J. Mertlik,pastvina U Myslivny
Nimbus contaminatus,"Herbst, 1783",5862,"Žďár nad Orlicí, pastvina u Žďárského rybníka",Žďár nad Orlicí,"Žďár nad Orlicí, pastvina u Žďárského rybníka (50.1179597N, 16.0639342E), 12.10.2019, 2 ex., Equus, J. Mertlik leg. et coll.",2019-10-12,2 ex.,Equus,50.1179597,16.0639342,leg. et coll.,J. Mertlik,pastvina u Žďárského rybníka (50.1179597N
