Druh,Popis_druhu,Ctverec,Lokalita,Lokalita_short,Text,Datum,Pocet,Substrat,Lat,Lon,Zpusob,Autor,Poznamka
Aphodius fimetarius,"Linnaeus, 1758",5762,"Opočno, obora Opočno",Opočno,"Opočno, obora Opočno (50.2630450N, 16.1066308E), 11.7.2020, 1 ♀, Cervus, J. Mertlik leg. et coll., D. Král det. 2021.",2020-07-11,1 ♀,Cervus,50.263045,16.1066308,leg. et coll.,J. Mertlik,NA
Aphodius fimetarius,"Linnaeus, 1758",5861,"Borek,     pastvina   ",Borek,"Borek,     pastvina    (50.1355739N,         15.8528708E), 22.10.2020, 1 ♀, Bos, J. Mertlik leg. et coll., D. Král det. 2021. Nové čtverce: 5762 a 5861. Aphodius pedellus (De Geer, 1774)",2020-10-22,1 ♀,NA,50.1355739,15.8528708,leg. et coll.,J. Mertlik,pastvina    (50.1355739N
Aphodius pedellus,"De Geer, 1774",5259,"Vítkovice, Krkonoše, prameny Velké Mumlavy",Vítkovice,"Vítkovice, Krkonoše, prameny Velké Mumlavy (50.7572631N, 15.5319469E), 23.6.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-06-23,1 ex.,Cervus,50.7572631,15.5319469,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5259,"Vítkovice, Krkonoše, Harrachova louka – pramenná oblast Velké Mumlavy",Vítkovice,"Vítkovice, Krkonoše, Harrachova louka – pramenná oblast Velké Mumlavy (50.7555458N, 15.5393711E – 50.7572631N, 15.5318933E), 8.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.; dtto, (50.7581847N, 15.5312561E), 14.9.2020, 3 ex.",2020-08-08,1 ex.,Cervus,50.7555458,15.5393711,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5259,"Špindlerův Mlýn, Krkonoše, vrch Mechovinec – Černá Skála",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, vrch Mechovinec – Černá Skála (50.7244158N, 15.5671594E – 50.7098247N, 15.5626533E), 25.7.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-07-25,2 ex.,Equus,50.7244158,15.5671594,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5259,"Špindlerův Mlýn, Krkonoše, Špindlerovka, pastviny u Lužické      boudy     ",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Špindlerovka, pastviny u Lužické      boudy      (50.7587611N,      15.6317183E), 16.9.2020, 3 ex., Bos, J. Mertlik leg. et coll. 56               Faunistika druhů Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech v roce 2020",2020-09-16,3 ex.,NA,50.7587611,15.6317183,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5260,"Špindlerův Mlýn, Krkonoše, Luční hora",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Luční hora (50.7313647N, 15.6782264E), 21.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-08-21,1 ex.,Cervus,50.7313647,15.6782264,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5260,"Špindlerův Mlýn, Krkonoše, Luční hora",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Luční hora (50.7305617N, 15.6755747E), 12.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-08-12,1 ex.,Cervus,50.7305617,15.6755747,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5260,"Pec pod Sněžkou, Modrý Důl, les nad Studničními Boudami",Pec pod Sněžkou,"Pec pod Sněžkou, Modrý Důl, les nad Studničními Boudami (50.7195592N, 15.7025792E), 16.6.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-06-16,1 ex.,Cervus,50.7195592,15.7025792,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5260,"Pec pod Sněžkou, Krkonoše, Široký hřbet u Richtrových bud",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Široký hřbet u Richtrových bud (50.7094350N, 15.7064006E), 12.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-08-12,1 ex.,Cervus,50.709435,15.7064006,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5260,"Pec pod Sněžkou, Krkonoše, Obří důl",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Obří důl (50.7256769N, 15.7271661E), 21.8.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-08-21,1 ex.,NA,50.7256769,15.7271661,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5260,"Pec pod Sněžkou, Růžohorky, pastviny u Děčínské boudy",Pec pod Sněžkou,"Pec pod Sněžkou, Růžohorky, pastviny u Děčínské boudy (50.7100000N, 15.7493314E), 16.9.2020, 2 ex., Bos, J. Mertlik leg. et coll.",2020-09-16,2 ex.,NA,50.71,15.7493314,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5359,"Špindlerův Mlýn, Krkonoše, vrch Šeřín – Rovinka",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, vrch Šeřín – Rovinka (50.6884083N, 15.5643539E), 25.7.2020, 3 ex., Equus, J. Mertlik leg. et coll.",2020-07-25,3 ex.,Equus,50.6884083,15.5643539,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5360,"Pec pod Sněžkou, Krkonoše, Kolínská bouda",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Kolínská bouda (50.6699661N, 15.7393667E), 1.7.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-07-01,1 ex.,Cervus,50.6699661,15.7393667,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5361,"Žacléř, Rýchory, vrch Dvorský les",Žacléř,"Žacléř, Rýchory, vrch Dvorský les (50.6468039N, 15.8646111E), 13.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-08-13,1 ex.,Cervus,50.6468039,15.8646111,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5561,"Kohoutov, Kladruby, pastvina U Kapličky",Kohoutov,"Kohoutov, Kladruby, pastvina U Kapličky (50.4412642N, 15.9281439E), 27.4.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-04-27,1 ex.,Equus,50.4412642,15.9281439,leg. et coll.,J. Mertlik,pastvina U Kapličky (50.4412642N
Aphodius pedellus,"De Geer, 1774",5562,"Česká Skalice, Babiččino údolí, suťové lesy na svazích nad pravým břehem Úpy, ",Česká Skalice,"Česká Skalice, Babiččino údolí, suťové lesy na svazích nad pravým břehem Úpy, 29.4.2005, 1 ex., prosev listí a větví, M. Mikát leg. (Mikát 2007 jako A. fimetarius).",2005-04-29,1 ex.,NA,NA,NA,NA,M. Mikát,NA
Aphodius pedellus,"De Geer, 1774",5562,"Starkoč, pastvina pod Jahlanem",Starkoč,"Starkoč, pastvina pod Jahlanem (50.4110739N, 16.1050117E), 24.9.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-09-24,2 ex.,Equus,50.4110739,16.1050117,leg. et coll.,J. Mertlik,pastvina pod Jahlanem (50.4110739N
Aphodius pedellus,"De Geer, 1774",5657,"Kopidlno, obora",Kopidlno,"Kopidlno, obora (50.3348608N, 15.2890358E), 8.4.2020, 1 ex., Cervus, J. Mertlik leg. et coll.; dtto, (50.3315667N, 15.2828347E – 50.3373517N, 15.2953419E), 22.7.2020, 1 ex.",2020-04-08,1 ex.,Cervus,50.3348608,15.2890358,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5660,"Litíč, Nouzov, les nad Velichovským rybníkem",Litíč,"Litíč, Nouzov, les nad Velichovským rybníkem (50.3625400N, 15.8281628E), 23.9.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-09-23,2 ex.,Equus,50.36254,15.8281628,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5663,"Nový Hrádek, Dlouhé, sjezdovka u Žídků",Nový Hrádek,"Nový Hrádek, Dlouhé, sjezdovka u Žídků (5663b), 700 m n.m., 3.9.2020, 2 ex., Bos, J. Resl leg., det. et coll.",2020-09-03,2 ex.,NA,NA,NA,"leg., det. et coll.",J. Resl,NA
Aphodius pedellus,"De Geer, 1774",5762,"Opočno, obora Opočno",Opočno,"Opočno, obora Opočno (50.2630450N, 16.1066308E a 50.2586758N, 16.1116519E), 11.7.2020, 4 ex., Cervus, J. Mertlik leg. et coll.; dtto, (50.2630528N, 16.1108883E), 9.8.2020, 1 ex.; 12.8.2020, 1 ex., Ovis, V. Hron leg., det. et coll.",2020-07-11,4 ex.,Cervus,50.263045,16.1066308,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5767,"Dolní Morava, Králický Sněžník, Františkova chata – vrchol",Dolní Morava,"Dolní Morava, Králický Sněžník, Františkova chata – vrchol (50.2028236N, 16.8526219E), 4.9.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-09-04,1 ex.,Cervus,50.2028236,16.8526219,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5860,"Opatovice nad Labem, Pohřebačka",Opatovice nad Labem,"Opatovice nad Labem, Pohřebačka (50.1662894N, 15.8029814E), 14.4.2020, 1 ex., smíšený les, Capreolus, J. Mertlik leg. et coll.",2020-04-14,1 ex.,NA,50.1662894,15.8029814,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5861,"Hradec králové, PP Na Plachtě, vřesoviště, ",Hradec králové,"Hradec králové, PP Na Plachtě, vřesoviště, 3.6.2020, 1 ex., Equus, V. Hron leg., det. et coll.",2020-06-03,1 ex.,Equus,NA,NA,"leg., det. et coll.",V. Hron,NA
Aphodius pedellus,"De Geer, 1774",5861,"Býšť, Bělečko, obora Požáry",Býšť,"Býšť, Bělečko, obora Požáry (50.1467919N, 15.9836550E), 15.7.2020, 1 ex., Ovis, J. Mertlik leg. et coll.",2020-07-15,1 ex.,NA,50.1467919,15.983655,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5867,"Dolní Morava, Králický Sněžník, Slamník",Dolní Morava,"Dolní Morava, Králický Sněžník, Slamník (50.1547294N, 16.8420444E), 14.7.2020, 3ex., Cervus, J. Mertlik leg. et coll.",2020-07-14,3ex.,Cervus,50.1547294,16.8420444,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5961,"Horní Ředice, Žernov, hráz rybníka Smilek",Horní Ředice,"Horní Ředice, Žernov, hráz rybníka Smilek (50.0939078N, 15.9585214E), 17.4.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-04-17,2 ex.,Equus,50.0939078,15.9585214,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5961,"Veská, zalesněné duny",Veská,"Veská, zalesněné duny (50.0380914N, 15.8493481E), 16.3.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-03-16,1 ex.,Equus,50.0380914,15.8493481,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5962,"Horní Jelení, cesta rybník Hanzlíkovec – Dálnice",Horní Jelení,"Horní Jelení, cesta rybník Hanzlíkovec – Dálnice (50.0222392N, 16.1103772E), 20.9.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-09-20,1 ex.,Equus,50.0222392,16.1103772,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",5963,"Plchovice, pastvina",Plchovice,"Plchovice, pastvina (50.0460383N, 16.1839953E), 3.10.2020, 1 ex., Ovis, J. Mertlik leg et coll.",2020-10-03,1 ex.,NA,50.0460383,16.1839953,NA,J. Mertlik,pastvina (50.0460383N
Aphodius pedellus,"De Geer, 1774",5963,"Kostelecké Horky, pastvina",Kostelecké Horky,"Kostelecké Horky, pastvina (50.0431239N, 16.2055011E), 3.10.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-10-03,1 ex.,NA,50.0431239,16.2055011,leg. et coll.,J. Mertlik,pastvina (50.0431239N
Aphodius pedellus,"De Geer, 1774",6160,"Licibořice, Slavice, Slavická obora, pastvina",Licibořice,"Licibořice, Slavice, Slavická obora, pastvina (49.8698642N, 15.7895711E), 20.7.2020, 1 ex., Equus, J. Mertlik leg. et coll.; dtto, (49.8706561N, 15.7984653E), 20.7.2020, 1 ex., Cervus.",2020-07-20,1 ex.,Equus,49.8698642,15.7895711,leg. et coll.,J. Mertlik,pastvina (49.8698642N
Aphodius pedellus,"De Geer, 1774",6160,"Nasavrky, Libáň, Strádovské peklo, ",Nasavrky,"Nasavrky, Libáň, Strádovské peklo, 1.4.2008, 1 ex., J. Mertlik leg. et coll.",2008-04-01,1 ex.,NA,NA,NA,leg. et coll.,J. Mertlik,NA
Aphodius pedellus,"De Geer, 1774",6260,"Horní Bradlo, Lipka, pastvina",Horní Bradlo,"Horní Bradlo, Lipka, pastvina (49.7947522N, 15.7315783E), 26.8.2020, 1 ex., Bos, J. Mertlik leg. et coll. Nové čtverce: 5767, 5867 a 6260. Elateridarium 15: 42-93, 2021                                                                                       57 Bodilopsis Ádám, 1994 Bodilopsis rufa (Moll, 1782)",2020-08-26,1 ex.,NA,49.7947522,15.7315783,leg. et coll.,J. Mertlik,pastvina (49.7947522N
Bodilopsis rufa,"Moll, 1782",5259,"Vítkovice, Krkonoše, Harrachova louka – pramenná oblast Velké Mumlavy",Vítkovice,"Vítkovice, Krkonoše, Harrachova louka – pramenná oblast Velké Mumlavy (50.7555458N, 15.5393711E – 50.7572631N, 15.5318933E), 8.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-08-08,1 ex.,Cervus,50.7555458,15.5393711,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5259,"Špindlerův Mlýn, Krkonoše, Špindlerovka, pastviny u Lužické     boudy    ",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Špindlerovka, pastviny u Lužické     boudy     (50.7587611N,        15.6317183E), 16.9.2020, 5 ex., Bos, J. Mertlik leg. et coll.",2020-09-16,5 ex.,NA,50.7587611,15.6317183,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5260,"Pec pod Sněžkou, Krkonoše, Obří důl",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Obří důl (50.7256769N, 15.7271661E), 21.8.2020, 4 ex., Bos, J. Mertlik leg. et coll.",2020-08-21,4 ex.,NA,50.7256769,15.7271661,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5260,"Pec pod Sněžkou, Růžohorky, pastviny u Děčínské boudy",Pec pod Sněžkou,"Pec pod Sněžkou, Růžohorky, pastviny u Děčínské boudy (50.7100000N, 15.7493314E), 16.9.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-09-16,1 ex.,NA,50.71,15.7493314,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5657,"Kopidlno, obora",Kopidlno,"Kopidlno, obora (50.3315667N, 15.2828347E – 50.3373517N, 15.2953419E), 22.7.2020, 4 ex., Cervus, J. Mertlik leg. et coll.",2020-07-22,4 ex.,Cervus,50.3315667,15.2828347,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5660,"Rohoznice,       Borový,       pastvina     ",Rohoznice,"Rohoznice,       Borový,       pastvina      (50.3904733N, 15.6779267E), 19.9.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-09-19,1 ex.,Equus,50.3904733,15.6779267,leg. et coll.,J. Mertlik,pastvina      (50.3904733N
Bodilopsis rufa,"Moll, 1782",5661,"Velichovky, obora Karsit",Velichovky,"Velichovky, obora Karsit (50.3530942N, 15.8351397E), 23.9.2020, 2 ex., Cervus, J. Mertlik leg. et coll.",2020-09-23,2 ex.,Cervus,50.3530942,15.8351397,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5761,"Jeníkovice, vrch Turek",Jeníkovice,"Jeníkovice, vrch Turek (50.2223283N, 15.9948767E), 2.10.2020, 2 ex., Bos, J. Mertlik leg. et coll.",2020-10-02,2 ex.,NA,50.2223283,15.9948767,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5762,"Opočno, obora Opočno",Opočno,"Opočno, obora Opočno (50.2630528N, 16.1108883E), 9.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.; 12.8.2020, 3 ex., Ovis, V. Hron leg., det. et coll.",2020-08-09,1 ex.,Cervus,50.2630528,16.1108883,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5861,"Býšť, Bělečko, obora Požáry",Býšť,"Býšť, Bělečko, obora Požáry (50.1467919N, 15.9836550E), 15.7.2020, 2 ex., Cervus, Ovis, J. Mertlik leg. et coll.",2020-07-15,2 ex.,Cervus,50.1467919,15.983655,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5862,"Žďár nad Orlicí, pastvina u lesa",Žďár nad Orlicí,"Žďár nad Orlicí, pastvina u lesa (50.1180889N, 16.0648122E), 3.10.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-10-03,1 ex.,NA,50.1180889,16.0648122,leg. et coll.,J. Mertlik,pastvina u lesa (50.1180889N
Bodilopsis rufa,"Moll, 1782",5961,"Pardubice, Bělobranská dubina",Pardubice,"Pardubice, Bělobranská dubina (50.0470969N, 15.8403789E), 16.8.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-08-16,1 ex.,Equus,50.0470969,15.8403789,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",5962,"Čermná nad Orlicí, Číčová, pastvina",Čermná nad Orlicí,"Čermná nad Orlicí, Číčová, pastvina (50.0694364N, 16.1631853E), 3.10.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-10-03,2 ex.,Equus,50.0694364,16.1631853,leg. et coll.,J. Mertlik,pastvina (50.0694364N
Bodilopsis rufa,"Moll, 1782",5963,"Kostelecké Horky, pastvina",Kostelecké Horky,"Kostelecké Horky, pastvina (50.0431239N, 16.2055011E), 3.10.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-10-03,1 ex.,NA,50.0431239,16.2055011,leg. et coll.,J. Mertlik,pastvina (50.0431239N
Bodilopsis rufa,"Moll, 1782",6061,"Chrudim, Topol, PP Habrov, ",Chrudim,"Chrudim, Topol, PP Habrov, 11.8.2020, 2 ex., Ovis, V. Hron leg., det. et coll.",2020-08-11,2 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Bodilopsis rufa,"Moll, 1782",6160,"Licibořice, Slavice, Slavická obora",Licibořice,"Licibořice, Slavice, Slavická obora (49.8681008N, 15.7993986E), 7.8.2020, 6 ex., Cervus, J. Mertlik leg. et coll.",2020-08-07,6 ex.,Cervus,49.8681008,15.7993986,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",6160,"Seč, Proseč",Seč,"Seč, Proseč (49.8258306N, 15.6702094E), 26.8.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-08-26,1 ex.,NA,49.8258306,15.6702094,leg. et coll.,J. Mertlik,NA
Bodilopsis rufa,"Moll, 1782",6260,"Horní Bradlo, Lipka, pastvina",Horní Bradlo,"Horní Bradlo, Lipka, pastvina (49.7947522N, 15.7315783E), 26.8.2020, 8 ex., Bos, J. Mertlik leg. et coll. Nové čtverce: 5259, 5260, 5657, 5660, 5661, 5762, 6061 a 6260. Calamosternus Motschulsky, 1860 Calamosternus granarius (Linnaeus, 1767)",2020-08-26,8 ex.,NA,49.7947522,15.7315783,leg. et coll.,J. Mertlik,pastvina (49.7947522N
Calamosternus granarius,"Linnaeus, 1767",5259,"Vítkovice, Krkonoše, prameny Velké Mumlavy",Vítkovice,"Vítkovice, Krkonoše, prameny Velké Mumlavy (50.7572631N, 15.5319469E), 23.6.2020, 4 ex., Cervus, J. Mertlik leg. et coll.",2020-06-23,4 ex.,Cervus,50.7572631,15.5319469,leg. et coll.,J. Mertlik,NA
Calamosternus granarius,"Linnaeus, 1767",5359,"Špindlerův Mlýn, Krkonoše, vrch Šeřín – Rovinka",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, vrch Šeřín – Rovinka (50.6884083N, 15.5643539E), 25.7.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-07-25,1 ex.,Equus,50.6884083,15.5643539,leg. et coll.,J. Mertlik,NA
Calamosternus granarius,"Linnaeus, 1767",5657,"Kopidlno, obora, ",Kopidlno,"Kopidlno, obora, 16.4.2020, 1 ex., Cervus, D. Král leg., det. et coll.",2020-04-16,1 ex.,Cervus,NA,NA,"leg., det. et coll.",D. Král,NA
Calamosternus granarius,"Linnaeus, 1767",5760,"Dolní Přím, Přímský les",Dolní Přím,"Dolní Přím, Přímský les (50.2247475N, 15.7054736E), 19.4.2020, 5 ex., Equus, J. Mertlik leg. et coll.",2020-04-19,5 ex.,Equus,50.2247475,15.7054736,leg. et coll.,J. Mertlik,NA
Calamosternus granarius,"Linnaeus, 1767",5860,"Osice, pastvina",Osice,"Osice, pastvina (50.1434486N, 15.6818219E), 22.4.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-04-22,1 ex.,NA,50.1434486,15.6818219,leg. et coll.,J. Mertlik,pastvina (50.1434486N
Calamosternus granarius,"Linnaeus, 1767",5862,"Týniště nad Orlicí, meandr Orlice u Králova stolu",Týniště nad Orlicí,"Týniště nad Orlicí, meandr Orlice u Králova stolu (50.1732608N, 16.0142981E), 26.4.2020, 5 ex., J. Mertlik leg. et coll.",2020-04-26,5 ex.,NA,50.1732608,16.0142981,leg. et coll.,J. Mertlik,NA
Calamosternus granarius,"Linnaeus, 1767",5863,"Kostelec nad Orlicí, zámecký park",Kostelec nad Orlicí,"Kostelec nad Orlicí, zámecký park (5863c), 285 m n.m., 28.5.2017, 1 ex., Canis, J. Resl leg., det. et coll. 58              Faunistika druhů Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech v roce 2020",2017-05-28,1 ex.,NA,NA,NA,"leg., det. et coll.",J. Resl,NA
Calamosternus granarius,"Linnaeus, 1767",5958,"Kladruby nad Labem, Na Sklepích, Dlouhá alej",Kladruby nad Labem,"Kladruby nad Labem, Na Sklepích, Dlouhá alej (50.0616428N, 15.4705967E), 16.4.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-04-16,2 ex.,Equus,50.0616428,15.4705967,leg. et coll.,J. Mertlik,NA
Calamosternus granarius,"Linnaeus, 1767",5959,"Strašov, pastvina",Strašov,"Strašov, pastvina (50.0857647N, 15.5268989E), 22.4.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-04-22,1 ex.,NA,50.0857647,15.5268989,leg. et coll.,J. Mertlik,pastvina (50.0857647N
Calamosternus granarius,"Linnaeus, 1767",5959,"Živanice, Na Cihelně, zalesněná duna",Živanice,"Živanice, Na Cihelně, zalesněná duna (50.0545425N, 15.6261300E), 31.3.2020, 3 ex., Equus, J. Mertlik leg. et coll.",2020-03-31,3 ex.,Equus,50.0545425,15.62613,leg. et coll.,J. Mertlik,NA
Calamosternus granarius,"Linnaeus, 1767",5961,"Sezemice, Bělobranská dubina",Sezemice,"Sezemice, Bělobranská dubina (50.0472097N, 15.8410386E), 17.4.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-04-17,2 ex.,Equus,50.0472097,15.8410386,leg. et coll.,J. Mertlik,NA
Calamosternus granarius,"Linnaeus, 1767",5962,"Žďár nad Orlicí, pastvina u lesa",Žďár nad Orlicí,"Žďár nad Orlicí, pastvina u lesa (50.1169761N, 16.0603292E), 4.6.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-06-04,1 ex.,NA,50.1169761,16.0603292,leg. et coll.,J. Mertlik,pastvina u lesa (50.1169761N
Calamosternus granarius,"Linnaeus, 1767",6060,"Chrudim, Vaňkovy školky, ",Chrudim,"Chrudim, Vaňkovy školky, 4.5.2020, 1 ex., u paty topolu, V. Hron leg., det. et coll.",2020-05-04,1 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Calamosternus granarius,"Linnaeus, 1767",6366,"Vrážné, Vraženský důl, Bouda",Vrážné,"Vrážné, Vraženský důl, Bouda (49.6827008N, 16.7911683E), téměř celoročně, 1980, V. Jiříček leg., det. et coll. Nové čtverce: 5259, 5657 a 6366. Chilothorax Motschulsky, 1860 Chilothorax conspurcatus (Linnaeus, 1758)",NA,NA,NA,49.6827008,16.7911683,"leg., det. et coll.",V. Jiříček,NA
Chilothorax conspurcatus,"Linnaeus, 1758",5860,"Hrobice, les u jízdárny",Hrobice,"Hrobice, les u jízdárny (50.1010739N, 15.7829242E), 4.4.2020, 2 ex., Equus, J. Mertlik leg. et coll.; dtto, (50.1012383N, 15.7833411E), 9.12.2020, 10 ex.; dtto, (50.1010869N, 15.7815708E), 1 ex.; dtto, (50.1014619N, 15.7836469E), 24.12.2020, 9 ex.",2020-04-04,2 ex.,Equus,50.1010739,15.7829242,leg. et coll.,J. Mertlik,NA
Chilothorax conspurcatus,"Linnaeus, 1758",5960,"Staré Hradiště, Hradiště na Písku, Kunětický les",Staré Hradiště,"Staré Hradiště, Hradiště na Písku, Kunětický les (50.0821381N, 15.8000689E), 23.11.2020, 8 ex., Equus, J. Mertlik leg. et coll.",2020-11-23,8 ex.,Equus,50.0821381,15.8000689,leg. et coll.,J. Mertlik,NA
Chilothorax conspurcatus,"Linnaeus, 1758",5960,"Ráby, u lesa Kladivo",Ráby,"Ráby, u lesa Kladivo (50.0811700N, 15.8226500E), 13.11.2020, 6 ex., polní cesta, Equus, J. Mertlik leg. et coll. Chilothorax distinctus distinctus (O.F. Müller, 1776)",2020-11-13,6 ex.,Equus,50.08117,15.82265,leg. et coll.,J. Mertlik,NA
Chilothorax conspurcatus,"Linnaeus, 1758",5657,"Kopidlno, obora, ",Kopidlno,"Kopidlno, obora, 16.4.2020, 3 ex., Cervus, D. Král leg., det. et coll.",2020-04-16,3 ex.,Cervus,NA,NA,"leg., det. et coll.",D. Král,NA
Chilothorax conspurcatus,"Linnaeus, 1758",5860,"Hrobice, les u jízdárny",Hrobice,"Hrobice, les u jízdárny (50.1010739N, 15.7829242E), 4.4.2020, 2 ex., Equus, J. Mertlik leg. et coll.; dtto, (50.1012383N, 15.7833411E), 9.12.2020, 2 ex.",2020-04-04,2 ex.,Equus,50.1010739,15.7829242,leg. et coll.,J. Mertlik,NA
Chilothorax conspurcatus,"Linnaeus, 1758",5862,"Týniště nad Orlicí, Rašovice, pastvina",Týniště nad Orlicí,"Týniště nad Orlicí, Rašovice, pastvina (50.1512111N, 16.1258469E), 2.10.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-10-02,2 ex.,Equus,50.1512111,16.1258469,leg. et coll.,J. Mertlik,pastvina (50.1512111N
Chilothorax conspurcatus,"Linnaeus, 1758",5862,"Žďár nad Orlicí, pastvina u lesa",Žďár nad Orlicí,"Žďár nad Orlicí, pastvina u lesa (50.1180889N, 16.0648122E), 3.10.2020, 3 ex., Bos, J. Mertlik leg. et coll.",2020-10-03,3 ex.,NA,50.1180889,16.0648122,leg. et coll.,J. Mertlik,pastvina u lesa (50.1180889N
