Druh,Popis_druhu,Ctverec,Lokalita,Lokalita_short,Text,Datum,Pocet,Substrat,Lat,Lon,Zpusob,Autor,Poznamka
Anoplotrupes stercorosus,"Scriba, 1791",5660,"Litíč, Nouzov, les nad Velichovským rybníkem",Litíč,"Litíč, Nouzov, les nad Velichovským rybníkem (50.3625400N, 15.8281628E), 23.9.2020, 6 ex., Equus, J. Mertlik observ.",2020-09-23,6 ex.,Equus,50.36254,15.8281628,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5663,"Nový Hrádek, Dlouhé, sjezdovka u Žídků",Nový Hrádek,"Nový Hrádek, Dlouhé, sjezdovka u Žídků (5663b), 700 m n.m., 3.6.2020, 2 ex., v průběhu jara běžně v zemních pastech, J. Resl leg., det. et coll. Elateridarium 15: 42-93, 2021                                                                                           47",2020-06-03,2 ex.,NA,NA,NA,"leg., det. et coll.",J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5664,"Deštné v Orlických Horách, Na Šerlichu",Deštné v Orlických Horách,"Deštné v Orlických Horách, Na Šerlichu (50.3266125N, 16.3853261E), 10.7.2020, 2 ex., Equus, J. Mertlik observ.",2020-07-10,2 ex.,Equus,50.3266125,16.3853261,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5760,"Dolní Přím, Přímský les",Dolní Přím,"Dolní Přím, Přímský les (50.2247475N, 15.7054736E), 19.4.2020, 2 ex., Equus, J. Mertlik observ.",2020-04-19,2 ex.,Equus,50.2247475,15.7054736,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5861,"Vysoká nad Labem, polesí Dubinka, ",Vysoká nad Labem,"Vysoká nad Labem, polesí Dubinka, 7.7.2020, více ex., Equus, J. Mertlik observ.",2020-07-07,NA,Equus,NA,NA,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5862,"Žďár nad Orlicí, pastvina u lesa",Žďár nad Orlicí,"Žďár nad Orlicí, pastvina u lesa (50.1180889N, 16.0648122E), 3.10.2020, Bos, více ex., J. Mertlik observ.",2020-10-03,NA,NA,50.1180889,16.0648122,observ.,J. Mertlik,pastvina u lesa (50.1180889N
Anoplotrupes stercorosus,"Scriba, 1791",5863,"Kostelec nad Orlicí, zámecký park",Kostelec nad Orlicí,"Kostelec nad Orlicí, zámecký park (5863c), 285 m n.m., 28.5.2017, 1 ex., Canis, J. Resl leg., det. et coll.",2017-05-28,1 ex.,NA,NA,NA,"leg., det. et coll.",J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5866,"Dolní Morava, Králický Sněžník, údolí Moravy u Kamenitého potoka",Dolní Morava,"Dolní Morava, Králický Sněžník, údolí Moravy u Kamenitého potoka (50.1637950N, 16.8195022E), 4.9.2020, 2 ex., Cervus, J. Mertlik leg. et coll.",2020-09-04,2 ex.,Cervus,50.163795,16.8195022,leg. et coll.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5867,"Dolní Morava, Kralický Sněžník, Slamník – Podbělka – Sušina – Stříbrnická",Dolní Morava,"Dolní Morava, Kralický Sněžník, Slamník – Podbělka – Sušina – Stříbrnická (50.1547294N, 16.8420444E – 50.1696783N, 16.8590389E), 14.7.2020, 4 ex., Cervus, J. Mertlik observ.",2020-07-14,4 ex.,Cervus,50.1547294,16.8420444,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5961,"Pardubice, Bělobradská dubina",Pardubice,"Pardubice, Bělobradská dubina (50.0446500N, 15.8357836E), 7.12.2020, 1 ex., Equus, J. Mertlik observ.",2020-12-07,1 ex.,Equus,50.04465,15.8357836,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5961,"Veská, zalesněné duny",Veská,"Veská, zalesněné duny (50.0410189N, 15.8465769E), 7.12.2020, 2 ex., Equus, J. Mertlik observ.",2020-12-07,2 ex.,Equus,50.0410189,15.8465769,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5962,"Boršov u Litětin, ",Boršov u Litětin,"Boršov u Litětin, 22.5.2008, více ex., J. Pelikán observ. et det.; dtto, 10.7.2008, více ex.; 15.10.2008, více ex., zemní past, J. Pelikán leg., det. et coll.",2008-05-22,NA,NA,NA,NA,observ.,J. Pelikán,NA
Anoplotrupes stercorosus,"Scriba, 1791",5962,"Horní Jelení, Dolní Jelení – rybník Hanzlíkovec",Horní Jelení,"Horní Jelení, Dolní Jelení – rybník Hanzlíkovec (50.0482342N, 16.1131200E – 50.0394906N, 16.1113603E), 5.9.2020, 4 ex., Equus, J. Mertlik observ.",2020-09-05,4 ex.,Equus,50.0482342,16.11312,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",6062,"Uhersko, Bažantnice u Uherska, ",Uhersko,"Uhersko, Bažantnice u Uherska, 22.5.2008, více ex., J. Pelikán leg., det. et coll.; 15.10.2008, více ex., zemní past.",2008-05-22,NA,NA,NA,NA,"leg., det. et coll.",J. Pelikán,NA
Anoplotrupes stercorosus,"Scriba, 1791",6160,"Licibořice, Slavice, Slavická obora, pastvina",Licibořice,"Licibořice, Slavice, Slavická obora, pastvina (49.8706561N, 15.7984653E), 20.7.2020, 2 ex., Cervus, J. Mertlik observ.",2020-07-20,2 ex.,Cervus,49.8706561,15.7984653,observ.,J. Mertlik,pastvina (49.8706561N
Anoplotrupes stercorosus,"Scriba, 1791",6366,"Vrážné, Vraženský důl, Bouda",Vrážné,"Vrážné, Vraženský důl, Bouda (49.6827008N, 16.7911683E), 2000, celý rok všude, běžný, V. Jiříček observ. Nové čtverce: 5359, 5562, 5660, 5663, 5863, 5866, 6160 a 6366. Geotrupes Latreille, 1797 Geotrupes spiniger (Marsham, 1802)",NA,NA,NA,49.6827008,16.7911683,observ.,V. Jiříček,NA
Geotrupes spiniger,"Marsham, 1802",5557,"Holín, Pařezská Lhota",Holín,"Holín, Pařezská Lhota (50.4745150N, 15.2871892E), 21.10.2020, 1 ex., pastvina, Equus, J. Mertlik leg. et coll.",2020-10-21,1 ex.,Equus,50.474515,15.2871892,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5663,"Nový Hrádek, Dlouhé, sjezdovka u Žídků",Nový Hrádek,"Nový Hrádek, Dlouhé, sjezdovka u Žídků (5663b), 700 m n.m., 3.9.2020, 2 ex., Bos, J. Resl leg., det. et coll.",2020-09-03,2 ex.,NA,NA,NA,"leg., det. et coll.",J. Resl,NA
Geotrupes spiniger,"Marsham, 1802",5862,Žďár nad Orlicí,Žďár nad Orlicí,"Žďár nad Orlicí (50.1180889N, 16.0648122E), 3.10.2020, více ex., pastvina u lesa, Bos, Equus, J. Mertlik observ.",2020-10-03,NA,Equus,50.1180889,16.0648122,observ.,J. Mertlik,pastvina u lesa
Geotrupes spiniger,"Marsham, 1802",5963,"Plchovice, pastvina",Plchovice,"Plchovice, pastvina (50.0460383N, 16.1839953E), 3.10.2020, 1 ex., Ovis, J. Mertlik observ.",2020-10-03,1 ex.,NA,50.0460383,16.1839953,observ.,J. Mertlik,pastvina (50.0460383N
Geotrupes spiniger,"Marsham, 1802",6366,"Vrážné, Vraženský důl, Bouda",Vrážné,"Vrážné, Vraženský důl, Bouda (49.6827008N, 16.7911683E), IX. 1980-2015, jednotlivě, Bos, V. Jiříček observ. Geotrupes stercorarius (Linnaeus, 1758)",NA,NA,NA,49.6827008,16.7911683,observ.,V. Jiříček,NA
Geotrupes stercorarius,"Linnaeus, 1758",5259,"Špindlerův Mlýn, Krkonoše, Špindlerovka, pastvina u Lužické       boudy  ",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Špindlerovka, pastvina u Lužické       boudy   (50.7587611N,        15.6317183E), 16.9.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-09-16,1 ex.,NA,50.7587611,15.6317183,leg. et coll.,J. Mertlik,pastvina u Lužické       boudy   (50.7587611N
Geotrupes stercorarius,"Linnaeus, 1758",5260,"Pec pod Sněžkou, Růžohorky, pastviny u Děčínské boudy",Pec pod Sněžkou,"Pec pod Sněžkou, Růžohorky, pastviny u Děčínské boudy (50.7100000N, 15.7493314E), 16.9.2020, 3 ex., Bos, J. Mertlik leg. et coll.",2020-09-16,3 ex.,NA,50.71,15.7493314,leg. et coll.,J. Mertlik,NA
Geotrupes stercorarius,"Linnaeus, 1758",5664,"Deštné v Orlických Horách, Na Šerlichu",Deštné v Orlických Horách,"Deštné v Orlických Horách, Na Šerlichu (50.3266125N, 16.3853261E), 10.7.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-07-10,1 ex.,Equus,50.3266125,16.3853261,leg. et coll.,J. Mertlik,NA
Geotrupes stercorarius,"Linnaeus, 1758",6366,"Vrážné, Vraženský důl, Bouda",Vrážné,"Vrážné, Vraženský důl, Bouda (49.6827008N, 16.7911683E), poslední dekáda IX. 2000, 1 ex., (do té doby vzácný, postupně nahrazován G. spiniger), V. Jiříček leg., det. et coll. Nové čtverce: 5260 a 6366. 48               Faunistika druhů Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech v roce 2020 Trypocopris Motschulsky, 1860 Trypocopris vernalis vernalis (Linnaeus, 1758)",NA,1 ex.,NA,49.6827008,16.7911683,"leg., det. et coll.",V. Jiříček,NA
Geotrupes stercorarius,"Linnaeus, 1758",5562,"Starkoč, pastvina pod Jahlanem",Starkoč,"Starkoč, pastvina pod Jahlanem (50.4110739N, 16.1050117E), 24.9.2020, 2 ex., Equus, J. Mertlik observ.",2020-09-24,2 ex.,Equus,50.4110739,16.1050117,observ.,J. Mertlik,pastvina pod Jahlanem (50.4110739N
Geotrupes stercorarius,"Linnaeus, 1758",5657,"Kopidlno, obora",Kopidlno,"Kopidlno, obora (50.3348608N, 15.2890358E), 8.4.2020, 2 ex., Cervus, J. Mertlik observ.",2020-04-08,2 ex.,Cervus,50.3348608,15.2890358,observ.,J. Mertlik,NA
Geotrupes stercorarius,"Linnaeus, 1758",5660,"Litíč, Nouzov, les nad Velichovským rybníkem",Litíč,"Litíč, Nouzov, les nad Velichovským rybníkem (50.3625400N, 15.8281628E), 23.9.2020, 2 ex., Equus, J. Mertlik observ.",2020-09-23,2 ex.,Equus,50.36254,15.8281628,observ.,J. Mertlik,NA
Geotrupes stercorarius,"Linnaeus, 1758",5663,"Nový Hrádek, Dlouhé, sjezdovka u Žídků",Nový Hrádek,"Nový Hrádek, Dlouhé, sjezdovka u Žídků (5663b), 700 m n. m., 18.9.2020, 1 ex., na osluněné mezi, J. Resl leg., det. et coll.",2020-09-18,1 ex.,NA,NA,NA,"leg., det. et coll.",J. Resl,NA
Geotrupes stercorarius,"Linnaeus, 1758",5762,"Opočno, obora Opočno",Opočno,"Opočno, obora Opočno (50.2630281N, 16.1067619E), 11.7.2020, 2 ex., Cervus, J. Mertlik observ.",2020-07-11,2 ex.,Cervus,50.2630281,16.1067619,observ.,J. Mertlik,NA
Geotrupes stercorarius,"Linnaeus, 1758",5862,"Ledce, Ledecké bory u Bědovic",Ledce,"Ledce, Ledecké bory u Bědovic (50.2015917N, 16.0216439E), 15.9.2020, 2 ex., Equus, J. Mertlik observ.",2020-09-15,2 ex.,Equus,50.2015917,16.0216439,observ.,J. Mertlik,NA
Geotrupes stercorarius,"Linnaeus, 1758",5862,"Žďár nad Orlicí, pastvina u lesa",Žďár nad Orlicí,"Žďár nad Orlicí, pastvina u lesa (50.1180889N, 16.0648122E), 3.10.2020, 2 ex., Bos, J. Mertlik observ.",2020-10-03,2 ex.,NA,50.1180889,16.0648122,observ.,J. Mertlik,pastvina u lesa (50.1180889N
Geotrupes stercorarius,"Linnaeus, 1758",5959,"Strašov,      pastvina",Strašov,"Strašov,      pastvina (50.0857647N, 15.5268989E), 22.4.2020, 4 ex., Bos, J. Mertlik observ.",2020-04-22,4 ex.,NA,50.0857647,15.5268989,observ.,J. Mertlik,pastvina (50.0857647N
Geotrupes stercorarius,"Linnaeus, 1758",5960,"Hrobice, vrch Cháby, lesní cesta, ",Hrobice,"Hrobice, vrch Cháby, lesní cesta, 6.9.2020, více ex., Equus, J. Mertlik leg. et coll.",2020-09-06,NA,Equus,NA,NA,leg. et coll.,J. Mertlik,NA
Geotrupes stercorarius,"Linnaeus, 1758",5963,"Kostelecké Horky, pastvina",Kostelecké Horky,"Kostelecké Horky, pastvina (50.0431239N, 16.2055011E), 3.10.2020, Bos, 2 ex., J. Mertlik observ.",2020-10-03,2 ex.,NA,50.0431239,16.2055011,observ.,J. Mertlik,pastvina (50.0431239N
Geotrupes stercorarius,"Linnaeus, 1758",6267,"Vranová Lhota, Vranová, pastviny nad Lhotským potokem",Vranová Lhota,"Vranová Lhota, Vranová, pastviny nad Lhotským potokem (49.7179819N, 16.8336878E), 17.5.2020, 2 ex., Ovis, J. Mertlik observ.",2020-05-17,2 ex.,NA,49.7179819,16.8336878,observ.,J. Mertlik,NA
Geotrupes stercorarius,"Linnaeus, 1758",6366,"Vrážné, Vraženský důl, Bouda",Vrážné,"Vrážné, Vraženský důl, Bouda (49.6827008N, 16.7911683E), IV. 2000, 1 ex. (jižní druh, zde vzácný), V. Jiříček leg., det. et coll. Nové čtverce: 5562, 5657, 5660, 5663, 5762, 5862 a 6366. SCARABAEIDAE Latreille, 1802 Aphodiinae Leach, 1815 Psammodiini Mulsant, 1842 Pleurophorus Mulsant, 1842 Pleurophorus caesus (Creutzer, 1796)",NA,1 ex.,NA,49.6827008,16.7911683,"leg., det. et coll.",V. Jiříček,NA
Pleurophorus caesus,"Creutzer, 1796",5960,"Dolany, NPR Bohdanečský rybník, severovýchodní část, Dolanská zátoka",Dolany,"Dolany, NPR Bohdanečský rybník, severovýchodní část, Dolanská zátoka (50°5'52''N 15°40'55''E), 9.8.2020, 1 ex., lov na UV světlo, J. Pelikán leg., det. et coll., J. Mertlik rev. 2020. Elateridarium 15: 42-93, 2021                                        49 Psammodius Fallén, 1807 Psammodius asper (Fabricius, 1775)",2020-08-09,1 ex.,NA,NA,NA,"leg., det. et coll.",J. Mertlik,NA
Psammodius asper,"Fabricius, 1775",5862,"Týniště nad Orlicí, meandr Orlice u Králova stolu",Týniště nad Orlicí,"Týniště nad Orlicí, meandr Orlice u Králova stolu (50.1732608N, 16.0142981E), 26.4.2020, 5 ex., na písčitém náplavu na písku pod dřevem (obr. 56), J. Mertlik leg. et coll. Rhyssemus Mulsant, 1842 Rhyssemus germanus (Linnaeus, 1767)",2020-04-26,5 ex.,NA,50.1732608,16.0142981,leg. et coll.,J. Mertlik,NA
Rhyssemus germanus,"Linnaeus, 1767",6366,"Vrážné, Vraženský důl, Bouda",Vrážné,"Vrážné, Vraženský důl, Bouda (49.6827008N, 16.7911683E), poslední dekáda III. 1977-80, více ex., v místech spraše, V. Jiříček leg., det. et coll. Nový čtverec: 6366. Poznámka. Čtyři publikované kusy z lokality Hrobice z let 2006 a 2007 (Hamet 2009: 58) byly Davidem Králem v roce 2021 revidovány a určeny jako druh Rhyssemus puncticollis. Proto také determinaci ostatních publikovaných nálezů R. germanus (Mertlik 2020), stejně jako výše uvedených kusů z lokality Vrážné, bude nutné zrevidovat. Rhyssemus puncticollis Brown, 1929",NA,NA,NA,49.6827008,16.7911683,"leg., det. et coll.",J. Mertlik,NA
Rhyssemus germanus,"Linnaeus, 1767",5761,"Běleč nad Orlicí, ",Běleč nad Orlicí,"Běleč nad Orlicí, 4.7.1948, 1 ex., A. Smetana leg., D. Král det. 2021 (NMPC).",1948-07-04,1 ex.,NA,NA,NA,NA,D. Král,NA
Rhyssemus germanus,"Linnaeus, 1767",5860,"Vysoká nad Labem, VI. ",Vysoká nad Labem,"Vysoká nad Labem, VI. 1990, 3 ex., S. Pokorný leg., D. Král det. 2021, in NMPC (ex coll. S. Pokorný).",NA,3 ex.,NA,NA,NA,NA,D. Král,NA
Rhyssemus germanus,"Linnaeus, 1767",5860,"Hrobice, meandry Labe",Hrobice,"Hrobice, meandry Labe (50.1203311N, 15.8016081E), 1.5.2006, 1 ex., J. Mertlik leg. et coll. (Hamet 2009: 58 jako R. germanus), D. Král det. 2021; 6.4.2007, 3 ex., J. Mertlik leg. et coll. (Hamet 2009: 58 jako R. germanus), D. Král det. 2021; 1.5.2020, 2 ex., lezli po písčitohlinitém břehu řeky politém vodou (obr. 54-55), J. Mertlik leg. et coll., D. Král det. 2021. Poznámka. Z území Česka publikovali tento druh Rössner (2012) a Král & Rakovič (2012). Od druhu R. germanus je obtížně rozpoznatelný a na některých publikovaných lokalitách byly nalezeny společně oba druhy (Král & Rakovič 2012). Nový druh pro východní Čechy. 50               Faunistika druhů Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech v roce 2020 Aphodiini Leach, 1815 Acrossus Mulsant, 1842 Acrossus depressus (Kugelann, 1792)",2006-05-01,1 ex.,NA,50.1203311,15.8016081,leg. et coll.,J. Mertlik,lezli po písčitohlinitém břehu řeky politém vodou (obr. 54-55)
Acrossus depressus,"Kugelann, 1792",5258,"Harrachov, Krkonoše, Mumlavský důl",Harrachov,"Harrachov, Krkonoše, Mumlavský důl (50.7717422N, 15.4813872E), 14.9.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-09-14,1 ex.,Cervus,50.7717422,15.4813872,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5259,"Rokytnice nad Jizerou, Krkonoše, prameniště Mumlavy u Harrachovy cesty",Rokytnice nad Jizerou,"Rokytnice nad Jizerou, Krkonoše, prameniště Mumlavy u Harrachovy cesty (50.7614897N, 15.5159139E), 14.9.2020, 2 ex., Cervus, J. Mertlik leg. et coll.",2020-09-14,2 ex.,Cervus,50.7614897,15.5159139,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5259,"Vítkovice, Krkonoše, prameny Velké Mumlavy",Vítkovice,"Vítkovice, Krkonoše, prameny Velké Mumlavy (50.7572631N, 15.5319469E), 23.6.2020, více ex., Cervus, J. Mertlik leg. et coll.",2020-06-23,NA,Cervus,50.7572631,15.5319469,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5259,"Vítkovice, Krkonoše, Harrachova louka – pramenná oblast Velké Mumlavy",Vítkovice,"Vítkovice, Krkonoše, Harrachova louka – pramenná oblast Velké Mumlavy (50.7555458N, 15.5393711E – 50.7572631N, 15.5318933E), 8.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.; dtto, (50.7581847N, 15.5312561E), 14.9.2020, 4 ex.",2020-08-08,1 ex.,Cervus,50.7555458,15.5393711,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5259,"Špindlerův Mlýn, Krkonoše, Vysoké kolo",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Vysoké kolo (50.7737694N, 15.5602181E), 23.6.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-06-23,1 ex.,Cervus,50.7737694,15.5602181,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5259,"Špindlerův Mlýn, Krkonoše, vrch Mechovinec – Černá Skála",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, vrch Mechovinec – Černá Skála (50.7244158N, 15.5671594E – 50.7098247N, 15.5626533E), 25.7.2020, více ex., Equus, J. Mertlik leg. et coll.",2020-07-25,NA,Equus,50.7244158,15.5671594,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5259,"Špindlerův Mlýn, Krkonoše, Špindlerovka, pastviny u Lužické boudy",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Špindlerovka, pastviny u Lužické boudy (50.7587611N, 15.6317183E), 16.9.2020, 2 ex., Bos, J. Mertlik leg. et coll.",2020-09-16,2 ex.,NA,50.7587611,15.6317183,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5260,"Špindlerův Mlýn, Krkonoše, Luční hora",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Luční hora (50.7293394N, 15.6769533E), 16.6.2020, 2 ex., Cervus, J. Mertlik leg. et coll.; dtto, (50.7313647N, 15.6782264E), 12.8.2020, 1 ex.; dtto, (50.7313647N, 15.6782264E), 21.8.2020, 1 ex.",2020-06-16,2 ex.,Cervus,50.7293394,15.6769533,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5260,"Špindlerův Mlýn, Krkonoše, Stříbrný hřbet – Stříbrné návrší",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Stříbrný hřbet – Stříbrné návrší (50.7521064N, 15.6835092E), 16.9.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-09-16,1 ex.,Cervus,50.7521064,15.6835092,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5260,"Pec pod Sněžkou, Krkonoše, Modrý Důl, les nad Studničními Boudami",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Modrý Důl, les nad Studničními Boudami (50.7195592N, 15.7025792E), 16.6.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-06-16,1 ex.,Cervus,50.7195592,15.7025792,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5260,"Pec pod Sněžkou, Krkonoše, Široký hřbet u Richtrových bud",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Široký hřbet u Richtrových bud (50.7094350N, 15.7064006E), 12.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-08-12,1 ex.,Cervus,50.709435,15.7064006,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5260,"Pec pod Sněžkou, Krkonoše, Obří důl",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Obří důl (50.7256769N, 15.7271661E), 21.8.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-08-21,1 ex.,NA,50.7256769,15.7271661,leg. et coll.,J. Mertlik,NA
Acrossus depressus,"Kugelann, 1792",5260,"Pec pod Sněžkou, Krkonoše, Růžohorky, pastviny u Děčínské boudy",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Růžohorky, pastviny u Děčínské boudy (50.7100000N, 15.7493314E), 16.9.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-09-16,1 ex.,NA,50.71,15.7493314,leg. et coll.,J. Mertlik,NA
