PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;PATROVITOST;FENOFAZE;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
36;64310101;Euoniticellus fulvus;;Brouci;Køivan Václav;20250528;20250528;;12082932;Hrubšice;6963;Hrubšice;-622193.82;-1169435.32;KØIVAN V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Køivan Václav;0;vìrohodnı záznam;;Návrh validace;;;;VU;;;;16;20250614
37;64456570;Euoniticellus fulvus;;Brouci;Køivan Václav;20250618;20250618;;12166683;Hrubšice;6963;Hrubšice;-621523.97;-1169166.39;KØIVAN V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Køivan Václav;0;vìrohodnı záznam;;Návrh validace;;;;VU;;;;8;20250705
38;33678149;Euoniticellus fulvus;;Brouci;Reiter Antonín;20010701;20010701;;5368012;Jeèmeništì nr. Hnízdo;7262;Jeèmeništì;-638408;-1206311;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;1;0;jedinci;;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;1;;;Garantováno;;;;VU;;;;300;20140916
39;33678150;Euoniticellus fulvus;;Brouci;Meixnerová O.;20020730;20020730;;5368012;Jeèmeništì nr. Hnízdo;7262;Jeèmeništì;-638408;-1206311;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;1;0;jedinci;;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;1;;;Garantováno;;;;VU;;;;300;20140916
40;33656152;Euoniticellus fulvus;;Brouci;Fischer O.A.;20091004;20091004;;5473908;Kralice nad Oslavou;6863;Kralice nad Oslavou;-628178.95;-1157212.5;PEØINKOVÁ P., FISCHER O. A. (2010) Euoniticellus fulvus (Goeze, 1777) (Coleoptera: Scarabaeidae) in south-western Moravia (Czech Republic). Acta Musei Moraviae, Scientiae biologicae (Brno) 95(2). s. 25-28.;0;;0;;;;;;;;0;1 samice;kravskı trus;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;ISOP Admin;1;;;Garantováno;;;;VU;;;;2363;20140826
41;39743771;Euoniticellus fulvus;;Brouci;Køivan Václav;20170527;20170527;;6160197;Krasonice - Lùmek u Maškova mlına;6859;Krasonice;-670060.36;-1162803.31;KØIVAN V. (2017) Terénní zápisky - náhodná pozorování.;0;1;0;jedinci;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Køivan Václav;1;;;Garantováno;;;;VU;;;;8;20170528;20170527;2136
42;50084373;Euoniticellus fulvus;;Brouci;Kopr David;20200602;20200602;;7643670;Lange Wart;7265;Novı Pøerov;-609397.62;-1203821.18;PROKEŠOVÁ H., VAŠÍÈEK M., KOPR D., LÍZNAROVÁ E. (2020) Pøerovskı vrch – botanickı a zoologickı prùzkum.;0;2;0;jedinci;;;;;;;0;;;;Coleoptera;Sbìr floristickıch a faunistickıch nálezù;Data z botanického a zoologického prùzkumu;Hejda Radek;0;;;;;;;VU;;;;1;20201202
43;33656172;Euoniticellus fulvus;;Brouci;Peøinková Pavlína;20090924;20090924;;5473926;Laínky;6961;Laínky;-656139.77;-1171992.28;PEØINKOVÁ P., FISCHER O. A. (2010) Euoniticellus fulvus (Goeze, 1777) (Coleoptera: Scarabaeidae) in south-western Moravia (Czech Republic). Acta Musei Moraviae, Scientiae biologicae (Brno) 95(2). s. 25-28.;0;;0;;;;;;;;0;1 samec;koòskı trus;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;ISOP Admin;1;;;Garantováno;;;;VU;;;;1594;20140826
44;52923238;Euoniticellus fulvus;;Brouci;Lucie Ambroová, Samaneh Sakaki, Lukáš Èíek, David Hauck, Simon Thorn;20210731;20210731;16:22;8095207;Lednice;7166;Lednice na Moravì;-587909.6;-1205445.49;AMBROOVÁ L. (2021) Terénní zápisky - náhodná pozorování.;0;1;0;jedinci;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Ambroová Lucie;1;;;Garantováno;;;;VU;;;;7;20220705
45;45490241;Euoniticellus fulvus;;Brouci;Chobot Karel;20180807;20180807;;6645793;Lednice, Novı Dvùr;7266;Charvátská Nová Ves;-588601.94;-1208726.15;CHOBOT K. (2018) Terénní zápisky - náhodná pozorování.;0;1;0;jedinci;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Chobot Karel;1;;;Garantováno;;;;VU;;;;10;20180816
